sample,wavelength,cm2_dmol-1,voltage
Beta_20,213.6,-2.04477,331.273
Beta_20,213.5,-2.05781,331.411
Beta_20,213.4,-2.03817,331.556
Beta_20,213.3,-2.10046,331.699
Beta_20,213.2,-1.98614,331.845
Beta_20,213.1,-1.98709,331.988
Beta_20,213,-1.97651,332.132
Beta_20,212.9,-1.88526,332.276
Beta_20,212.8,-1.83289,332.424
Beta_20,212.7,-1.70702,332.571
Beta_20,212.6,-1.75413,332.715
Beta_20,212.5,-1.69708,332.862
Beta_20,212.4,-1.68883,333.006
Beta_20,212.3,-1.66399,333.146
Beta_20,212.2,-1.64587,333.288
Beta_20,212.1,-1.5396,333.43
Beta_20,212,-1.41444,333.576
Beta_20,211.9,-1.39872,333.717
Beta_20,211.8,-1.26665,333.858
Beta_20,211.7,-1.21805,333.999
Beta_20,211.6,-1.1319,334.142
Beta_20,211.5,-1.07063,334.284
Beta_20,211.4,-1.09162,334.426
Beta_20,211.3,-1.01882,334.572
Beta_20,211.2,-0.917112,334.711
Beta_20,211.1,-0.857535,334.852
Beta_20,211,-0.783139,334.99
Beta_20,210.9,-0.712448,335.13
Beta_20,210.8,-0.640821,335.269
Beta_20,210.7,-0.625999,335.405
Beta_20,210.6,-0.504961,335.538
Beta_20,210.5,-0.436654,335.671
Beta_20,210.4,-0.372111,335.808
Beta_20,210.3,-0.240002,335.94
Beta_20,210.2,-0.217111,336.079
Beta_20,210.1,-0.144933,336.208
Beta_20,210,-0.0175091,336.34
Beta_20,209.9,-0.00664215,336.472
Beta_20,209.8,0.0896057,336.604
Beta_20,209.7,0.106992,336.732
Beta_20,209.6,0.124502,336.861
Beta_20,209.5,0.191298,336.992
Beta_20,209.4,0.33509,337.121
Beta_20,209.3,0.392945,337.253
Beta_20,209.2,0.413681,337.386
Beta_20,209.1,0.516173,337.519
Beta_20,209,0.482251,337.655
Beta_20,208.9,0.551793,337.788
Beta_20,208.8,0.620322,337.92
Beta_20,208.7,0.750979,338.051
Beta_20,208.6,0.89513,338.188
Beta_20,208.5,0.947711,338.325
Beta_20,208.4,1.0094,338.463
Beta_20,208.3,1.14413,338.601
Beta_20,208.2,1.25087,338.738
Beta_20,208.1,1.27728,338.879
Beta_20,208,1.27589,339.021
Beta_20,207.9,1.38385,339.164
Beta_20,207.8,1.45284,339.308
Beta_20,207.7,1.56015,339.451
Beta_20,207.6,1.69408,339.593
Beta_20,207.5,1.71888,339.735
Beta_20,207.4,1.80583,339.877
Beta_20,207.3,1.83133,340.022
Beta_20,207.2,1.9625,340.168
Beta_20,207.1,2.06623,340.311
Beta_20,207,2.06449,340.453
Beta_20,206.9,2.04418,340.598
Beta_20,206.8,2.12413,340.743
Beta_20,206.7,2.28934,340.883
Beta_20,206.6,2.32451,341.02
Beta_20,206.5,2.35831,341.157
Beta_20,206.4,2.39808,341.292
Beta_20,206.3,2.38835,341.422
Beta_20,206.2,2.42044,341.56
Beta_20,206.1,2.49775,341.698
Beta_20,206,2.53578,341.832
Beta_20,205.9,2.43809,341.961
Beta_20,205.8,2.51617,342.097
Beta_20,205.7,2.59334,342.229
Beta_20,205.6,2.71482,342.365
Beta_20,205.5,2.80512,342.5
Beta_20,205.4,2.80402,342.636
Beta_20,205.3,2.90589,342.777
Beta_20,205.2,3.01774,342.917
Beta_20,205.1,3.12452,343.056
Beta_20,205,3.29238,343.198
Beta_20,204.9,3.35037,343.333
Beta_20,204.8,3.45414,343.472
Beta_20,204.7,3.50377,343.609
Beta_20,204.6,3.65286,343.748
Beta_20,204.5,3.72884,343.883
Beta_20,204.4,3.78102,344.026
Beta_20,204.3,3.87868,344.166
Beta_20,204.2,3.85346,344.303
Beta_20,204.1,3.82135,344.443
Beta_20,204,3.8681,344.583
Beta_20,203.9,3.90914,344.719
Beta_20,203.8,3.95182,344.862
Beta_20,203.7,3.96279,345
Beta_20,203.6,4.01485,345.142
Beta_20,203.5,4.06337,345.287
Beta_20,203.4,4.12775,345.434
Beta_20,203.3,4.12852,345.583
Beta_20,203.2,4.16294,345.734
Beta_20,203.1,4.17163,345.881
Beta_20,203,4.19299,346.026
Beta_20,202.9,4.27477,346.177
Beta_20,202.8,4.41689,346.318
Beta_20,202.7,4.44158,346.464
Beta_20,202.6,4.45608,346.612
Beta_20,202.5,4.32538,346.758
Beta_20,202.4,4.33695,346.911
Beta_20,202.3,4.34648,347.061
Beta_20,202.2,4.40053,347.213
Beta_20,202.1,4.40309,347.367
Beta_20,202,4.36135,347.513
Beta_20,201.9,4.31517,347.66
Beta_20,201.8,4.34628,347.805
Beta_20,201.7,4.39631,347.953
Beta_20,201.6,4.36392,348.103
Beta_20,201.5,4.34009,348.253
Beta_20,201.4,4.33957,348.404
Beta_20,201.3,4.27359,348.552
Beta_20,201.2,4.36992,348.705
Beta_20,201.1,4.42006,348.855
Beta_20,201,4.38913,349.01
Beta_20,200.9,4.33735,349.16
Beta_20,200.8,4.26453,349.312
Beta_20,200.7,4.32053,349.459
Beta_20,200.6,4.32483,349.614
Beta_20,200.5,4.28433,349.771
Beta_20,200.4,4.26798,349.923
Beta_20,200.3,4.21727,350.073
Beta_20,200.2,4.22418,350.226
Beta_20,200.1,4.21364,350.377
Beta_20,200,4.19411,350.529
Beta_20,199.9,4.21317,350.682
Beta_20,199.8,4.12818,350.833
Beta_20,199.7,4.08663,350.981
Beta_20,199.6,4.05526,351.127
Beta_20,199.5,4.10262,351.274
Beta_20,199.4,4.0979,351.418
Beta_20,199.3,3.97768,351.564
Beta_20,199.2,4.08385,351.708
Beta_20,199.1,4.11996,351.852
Beta_20,199,4.11048,351.997
Beta_20,198.9,4.13281,352.139
Beta_20,198.8,4.20767,352.285
Beta_20,198.7,4.19334,352.43
Beta_20,198.6,4.13424,352.574
Beta_20,198.5,4.18959,352.715
Beta_20,198.4,4.23498,352.853
Beta_20,198.3,4.18436,352.997
Beta_20,198.2,4.16894,353.144
Beta_20,198.1,4.15849,353.289
Beta_20,198,4.18514,353.434
Beta_20,197.9,4.31316,353.574
Beta_20,197.8,4.22721,353.712
Beta_20,197.7,4.2853,353.851
Beta_20,197.6,4.27513,353.991
Beta_20,197.5,4.22917,354.13
Beta_20,197.4,4.22664,354.271
Beta_20,197.3,4.28456,354.409
Beta_20,197.2,4.324,354.549
Beta_20,197.1,4.31265,354.688
Beta_20,197,4.34568,354.825
Beta_20,196.9,4.4077,354.959
Beta_20,196.8,4.34954,355.094
Beta_20,196.7,4.40163,355.229
Beta_20,196.6,4.34246,355.369
Beta_20,196.5,4.30286,355.513
Beta_20,196.4,4.26704,355.66
Beta_20,196.3,4.34821,355.806
Beta_20,196.2,4.37904,355.947
Beta_20,196.1,4.41846,356.087
Beta_20,196,4.43821,356.228
Beta_20,195.9,4.36743,356.368
Beta_20,195.8,4.37435,356.51
Beta_20,195.7,4.35117,356.656
Beta_20,195.6,4.41912,356.799
Beta_20,195.5,4.46395,356.94
Beta_20,195.4,4.46369,357.08
Beta_20,195.3,4.48161,357.215
Beta_20,195.2,4.56323,357.35
Beta_20,195.1,4.60598,357.478
Beta_20,195,4.60667,357.608
Beta_20,194.9,4.58051,357.734
Beta_20,194.8,4.54325,357.859
Beta_20,194.7,4.59528,357.985
Beta_20,194.6,4.69808,358.11
Beta_20,194.5,4.75571,358.231
Beta_20,194.4,4.75983,358.35
Beta_20,194.3,4.72066,358.466
Beta_20,194.2,4.67351,358.587
Beta_20,194.1,4.72743,358.707
Beta_20,194,4.7064,358.824
Beta_20,193.9,4.64497,358.938
Beta_20,193.8,4.61811,359.056
Beta_20,193.7,4.57046,359.169
Beta_20,193.6,4.48153,359.283
Beta_20,193.5,4.47466,359.397
Beta_20,193.4,4.4492,359.51
Beta_20,193.3,4.36946,359.618
Beta_20,193.2,4.3213,359.727
Beta_20,193.1,4.3348,359.832
Beta_20,193,4.3323,359.934
Beta_20,192.9,4.34945,360.031
Beta_20,192.8,4.36979,360.126
Beta_20,192.7,4.39181,360.217
Beta_20,192.6,4.42294,360.311
Beta_20,192.5,4.45153,360.398
Beta_20,192.4,4.37164,360.483
Beta_20,192.3,4.47058,360.566
Beta_20,192.2,4.36168,360.651
Beta_20,192.1,4.30693,360.73
Beta_20,192,4.29541,360.808
Beta_20,191.9,4.42673,360.889
Beta_20,191.8,4.34925,360.974
Beta_20,191.7,4.31135,361.061
Beta_20,191.6,4.37954,361.155
Beta_20,191.5,4.40122,361.248
Beta_20,191.4,4.27209,361.342
Beta_20,191.3,4.28716,361.436
Beta_20,191.2,4.25171,361.535
Beta_20,191.1,4.20758,361.632
Beta_20,191,4.17315,361.73
Beta_20,190.9,4.23551,361.824
Beta_20,190.8,4.2595,361.917
Beta_20,190.7,4.23465,362.009
Beta_20,190.6,4.15441,362.097
Beta_20,190.5,4.13443,362.182
Beta_20,190.4,4.20052,362.27
Beta_20,190.3,4.12941,362.352
Beta_20,190.2,3.96244,362.433
Beta_20,190.1,3.86952,362.516
Beta_20,190,3.88829,362.607
Beta_40,250,0.445504,295.71
Beta_40,249.9,0.447499,295.75
Beta_40,249.8,0.460909,295.789
Beta_40,249.7,0.456679,295.829
Beta_40,249.6,0.404244,295.868
Beta_40,249.5,0.396912,295.911
Beta_40,249.4,0.389141,295.955
Beta_40,249.3,0.34427,295.998
Beta_40,249.2,0.348809,296.036
Beta_40,249.1,0.337336,296.078
Beta_40,249,0.258437,296.122
Beta_40,248.9,0.237487,296.163
Beta_40,248.8,0.219955,296.209
Beta_40,248.7,0.16767,296.251
Beta_40,248.6,0.157824,296.291
Beta_40,248.5,0.177211,296.334
Beta_40,248.4,0.184694,296.375
Beta_40,248.3,0.219844,296.416
Beta_40,248.2,0.212386,296.464
Beta_40,248.1,0.218225,296.508
Beta_40,248,0.242643,296.551
Beta_40,247.9,0.267307,296.597
Beta_40,247.8,0.26596,296.641
Beta_40,247.7,0.300729,296.684
Beta_40,247.6,0.330323,296.731
Beta_40,247.5,0.349476,296.779
Beta_40,247.4,0.366021,296.826
Beta_40,247.3,0.408986,296.874
Beta_40,247.2,0.386208,296.927
Beta_40,247.1,0.385094,296.979
Beta_40,247,0.433823,297.029
Beta_40,246.9,0.501575,297.078
Beta_40,246.8,0.513699,297.13
Beta_40,246.7,0.526723,297.181
Beta_40,246.6,0.51541,297.232
Beta_40,246.5,0.494932,297.28
Beta_40,246.4,0.516101,297.333
Beta_40,246.3,0.478255,297.384
Beta_40,246.2,0.42942,297.435
Beta_40,246.1,0.407848,297.481
Beta_40,246,0.423589,297.533
Beta_40,245.9,0.445512,297.583
Beta_40,245.8,0.43038,297.633
Beta_40,245.7,0.413088,297.684
Beta_40,245.6,0.363568,297.737
Beta_40,245.5,0.376925,297.788
Beta_40,245.4,0.351676,297.839
Beta_40,245.3,0.316767,297.89
Beta_40,245.2,0.304873,297.943
Beta_40,245.1,0.289639,297.994
Beta_40,245,0.310184,298.049
Beta_40,244.9,0.321224,298.103
Beta_40,244.8,0.369374,298.159
Beta_40,244.7,0.332693,298.211
Beta_40,244.6,0.303221,298.263
Beta_40,244.5,0.302634,298.314
Beta_40,244.4,0.259502,298.371
Beta_40,244.3,0.259778,298.427
Beta_40,244.2,0.212631,298.484
Beta_40,244.1,0.16336,298.539
Beta_40,244,0.188753,298.596
Beta_40,243.9,0.174655,298.655
Beta_40,243.8,0.159227,298.717
Beta_40,243.7,0.1227,298.779
Beta_40,243.6,0.16893,298.843
Beta_40,243.5,0.153031,298.903
Beta_40,243.4,0.16663,298.967
Beta_40,243.3,0.219709,299.031
Beta_40,243.2,0.208483,299.097
Beta_40,243.1,0.187961,299.16
Beta_40,243,0.183443,299.225
Beta_40,242.9,0.181256,299.286
Beta_40,242.8,0.224337,299.353
Beta_40,242.7,0.250432,299.421
Beta_40,242.6,0.216586,299.49
Beta_40,242.5,0.19325,299.559
Beta_40,242.4,0.233854,299.625
Beta_40,242.3,0.223022,299.69
Beta_40,242.2,0.22835,299.758
Beta_40,242.1,0.195921,299.826
Beta_40,242,0.184115,299.895
Beta_40,241.9,0.225706,299.966
Beta_40,241.8,0.212355,300.038
Beta_40,241.7,0.244479,300.108
Beta_40,241.6,0.248684,300.179
Beta_40,241.5,0.253333,300.253
Beta_40,241.4,0.24627,300.324
Beta_40,241.3,0.271903,300.393
Beta_40,241.2,0.326254,300.465
Beta_40,241.1,0.313445,300.537
Beta_40,241,0.253311,300.61
Beta_40,240.9,0.223527,300.686
Beta_40,240.8,0.236252,300.766
Beta_40,240.7,0.210524,300.845
Beta_40,240.6,0.160306,300.921
Beta_40,240.5,0.14328,300.996
Beta_40,240.4,0.13505,301.076
Beta_40,240.3,0.124122,301.159
Beta_40,240.2,0.101237,301.239
Beta_40,240.1,0.106845,301.319
Beta_40,240,0.0732033,301.401
Beta_40,239.9,0.0447037,301.484
Beta_40,239.8,-0.00504646,301.567
Beta_40,239.7,0.0196293,301.649
Beta_40,239.6,0.0362335,301.732
Beta_40,239.5,0.0434113,301.816
Beta_40,239.4,0.0342957,301.898
Beta_40,239.3,0.000615311,301.985
Beta_40,239.2,0.0276241,302.072
Beta_40,239.1,0.0473465,302.158
Beta_40,239,0.000226593,302.246
Beta_40,238.9,0.0151939,302.33
Beta_40,238.8,-0.0275738,302.414
Beta_40,238.7,-0.0690044,302.503
Beta_40,238.6,-0.094022,302.593
Beta_40,238.5,-0.0418999,302.682
Beta_40,238.4,-0.0423771,302.774
Beta_40,238.3,-0.0281654,302.865
Beta_40,238.2,-0.0394768,302.954
Beta_40,238.1,-0.0847961,303.04
Beta_40,238,-0.0844227,303.129
Beta_40,237.9,-0.0729176,303.217
Beta_40,237.8,-0.0920834,303.309
Beta_40,237.7,-0.10174,303.4
Beta_40,237.6,-0.122332,303.494
Beta_40,237.5,-0.133849,303.589
Beta_40,237.4,-0.142931,303.678
Beta_40,237.3,-0.130542,303.766
Beta_40,237.2,-0.149114,303.857
Beta_40,237.1,-0.22855,303.95
Beta_40,237,-0.226082,304.047
Beta_40,236.9,-0.230481,304.139
Beta_40,236.8,-0.185847,304.236
Beta_40,236.7,-0.199306,304.333
Beta_40,236.6,-0.247506,304.433
Beta_40,236.5,-0.269035,304.536
Beta_40,236.4,-0.268969,304.631
Beta_40,236.3,-0.213294,304.728
Beta_40,236.2,-0.21382,304.827
Beta_40,236.1,-0.239943,304.929
Beta_40,236,-0.254834,305.027
Beta_40,235.9,-0.22887,305.129
Beta_40,235.8,-0.188116,305.229
Beta_40,235.7,-0.223148,305.325
Beta_40,235.6,-0.288307,305.424
Beta_40,235.5,-0.353659,305.526
Beta_40,235.4,-0.404744,305.624
Beta_40,235.3,-0.374053,305.722
Beta_40,235.2,-0.320031,305.813
Beta_40,235.1,-0.273825,305.91
Beta_40,235,-0.328579,306.012
Beta_40,234.9,-0.387366,306.106
Beta_40,234.8,-0.354624,306.206
Beta_40,234.7,-0.340023,306.307
Beta_40,234.6,-0.337609,306.406
Beta_40,234.5,-0.321489,306.504
Beta_40,234.4,-0.335744,306.607
Beta_40,234.3,-0.359425,306.707
Beta_40,234.2,-0.300989,306.81
Beta_40,234.1,-0.254658,306.914
Beta_40,234,-0.203469,307.014
Beta_40,233.9,-0.234523,307.12
Beta_40,233.8,-0.300005,307.228
Beta_40,233.7,-0.345847,307.331
Beta_40,233.6,-0.290102,307.44
Beta_40,233.5,-0.312808,307.546
Beta_40,233.4,-0.325888,307.651
Beta_40,233.3,-0.385163,307.754
Beta_40,233.2,-0.457402,307.859
Beta_40,233.1,-0.483613,307.969
Beta_40,233,-0.463774,308.076
Beta_40,232.9,-0.460362,308.18
Beta_40,232.8,-0.479885,308.286
Beta_40,232.7,-0.546374,308.392
Beta_40,232.6,-0.573079,308.501
Beta_40,232.5,-0.607756,308.602
Beta_40,232.4,-0.619983,308.708
Beta_40,232.3,-0.641264,308.814
Beta_40,232.2,-0.689487,308.917
Beta_40,232.1,-0.741056,309.024
Beta_40,232,-0.71857,309.134
Beta_40,231.9,-0.72538,309.246
Beta_40,231.8,-0.690858,309.352
Beta_40,231.7,-0.67191,309.461
Beta_40,231.6,-0.72741,309.571
Beta_40,231.5,-0.761918,309.686
Beta_40,231.4,-0.763541,309.799
Beta_40,231.3,-0.801585,309.904
Beta_40,231.2,-0.802334,310.012
Beta_40,231.1,-0.830165,310.119
Beta_40,231,-0.878057,310.226
Beta_40,230.9,-0.881505,310.328
Beta_40,230.8,-0.902695,310.437
Beta_40,230.7,-0.92985,310.543
Beta_40,230.6,-0.978525,310.643
Beta_40,230.5,-0.992654,310.743
Beta_40,230.4,-1.02667,310.84
Beta_40,230.3,-1.06927,310.938
Beta_40,230.2,-1.10274,311.035
Beta_40,230.1,-1.10665,311.128
Beta_40,230,-1.15396,311.224
Beta_40,229.9,-1.16843,311.325
Beta_40,229.8,-1.16681,311.427
Beta_40,229.7,-1.12822,311.529
Beta_40,229.6,-1.15019,311.636
Beta_40,229.5,-1.16469,311.741
Beta_40,229.4,-1.15136,311.84
Beta_40,229.3,-1.10867,311.945
Beta_40,229.2,-1.11233,312.051
Beta_40,229.1,-1.10925,312.156
Beta_40,229,-1.15672,312.266
Beta_40,228.9,-1.22436,312.368
Beta_40,228.8,-1.24893,312.475
Beta_40,228.7,-1.29488,312.582
Beta_40,228.6,-1.25869,312.69
Beta_40,228.5,-1.30719,312.794
Beta_40,228.4,-1.31123,312.905
Beta_40,228.3,-1.39062,313.01
Beta_40,228.2,-1.45477,313.114
Beta_40,228.1,-1.44933,313.22
Beta_40,228,-1.53415,313.326
Beta_40,227.9,-1.61973,313.431
Beta_40,227.8,-1.65766,313.54
Beta_40,227.7,-1.66995,313.646
Beta_40,227.6,-1.60428,313.759
Beta_40,227.5,-1.59894,313.867
Beta_40,227.4,-1.57906,313.98
Beta_40,227.3,-1.61855,314.089
Beta_40,227.2,-1.64084,314.198
Beta_40,227.1,-1.69453,314.303
Beta_40,227,-1.70743,314.411
Beta_40,226.9,-1.67072,314.521
Beta_40,226.8,-1.70642,314.631
Beta_40,226.7,-1.71533,314.739
Beta_40,226.6,-1.71417,314.847
Beta_40,226.5,-1.7745,314.957
Beta_40,226.4,-1.81587,315.072
Beta_40,226.3,-1.82935,315.188
Beta_40,226.2,-1.85146,315.302
Beta_40,226.1,-1.85763,315.414
Beta_40,226,-1.85295,315.528
Beta_40,225.9,-1.88551,315.642
Beta_40,225.8,-1.88037,315.759
Beta_40,225.7,-1.87536,315.873
Beta_40,225.6,-1.89859,315.99
Beta_40,225.5,-1.93448,316.11
Beta_40,225.4,-1.96041,316.232
Beta_40,225.3,-1.96305,316.348
Beta_40,225.2,-1.98222,316.472
Beta_40,225.1,-1.91758,316.589
Beta_40,225,-1.97591,316.698
Beta_40,224.9,-1.98577,316.811
Beta_40,224.8,-2.00748,316.93
Beta_40,224.7,-2.1043,317.045
Beta_40,224.6,-2.14114,317.163
Beta_40,224.5,-2.17095,317.277
Beta_40,224.4,-2.14844,317.394
Beta_40,224.3,-2.11601,317.507
Beta_40,224.2,-2.13059,317.618
Beta_40,224.1,-2.14115,317.73
Beta_40,224,-2.15226,317.849
Beta_40,223.9,-2.12155,317.968
Beta_40,223.8,-2.1422,318.085
Beta_40,223.7,-2.16885,318.197
Beta_40,223.6,-2.1435,318.309
Beta_40,223.5,-2.15499,318.426
Beta_40,223.4,-2.13272,318.54
Beta_40,223.3,-2.08485,318.66
Beta_40,223.2,-2.16364,318.778
Beta_40,223.1,-2.20799,318.896
Beta_40,223,-2.23711,319.023
Beta_40,222.9,-2.27031,319.145
Beta_40,222.8,-2.26709,319.266
Beta_40,222.7,-2.29694,319.383
Beta_40,222.6,-2.34197,319.5
Beta_40,222.5,-2.35457,319.619
Beta_40,222.4,-2.38305,319.744
Beta_40,222.3,-2.47981,319.875
Beta_40,222.2,-2.55508,319.998
Beta_40,222.1,-2.51221,320.119
Beta_40,222,-2.46674,320.25
Beta_40,221.9,-2.43724,320.372
Beta_40,221.8,-2.44733,320.497
Beta_40,221.7,-2.41994,320.613
Beta_40,221.6,-2.44834,320.731
Beta_40,221.5,-2.50516,320.849
Beta_40,221.4,-2.53218,320.968
Beta_40,221.3,-2.51737,321.084
Beta_40,221.2,-2.4992,321.206
Beta_40,221.1,-2.56199,321.326
Beta_40,221,-2.51799,321.434
Beta_40,220.9,-2.46811,321.549
Beta_40,220.8,-2.44492,321.67
Beta_40,220.7,-2.51396,321.786
Beta_40,220.6,-2.53301,321.901
Beta_40,220.5,-2.60086,322.019
Beta_40,220.4,-2.63236,322.135
Beta_40,220.3,-2.665,322.255
Beta_40,220.2,-2.65304,322.376
Beta_40,220.1,-2.5989,322.493
Beta_40,220,-2.60478,322.614
Beta_40,219.9,-2.5871,322.734
Beta_40,219.8,-2.6238,322.847
Beta_40,219.7,-2.60674,322.959
Beta_40,219.6,-2.61725,323.073
Beta_40,219.5,-2.71408,323.188
Beta_40,219.4,-2.7133,323.301
Beta_40,219.3,-2.67262,323.414
Beta_40,219.2,-2.60281,323.526
Beta_40,219.1,-2.60995,323.637
Beta_40,219,-2.63452,323.751
Beta_40,218.9,-2.63665,323.861
Beta_40,218.8,-2.63384,323.969
Beta_40,218.7,-2.67618,324.079
Beta_40,218.6,-2.71057,324.19
Beta_40,218.5,-2.64928,324.302
Beta_40,218.4,-2.60573,324.414
Beta_40,218.3,-2.52689,324.529
Beta_40,218.2,-2.42835,324.639
Beta_40,218.1,-2.40665,324.748
Beta_40,218,-2.39276,324.856
Beta_40,217.9,-2.49911,324.967
Beta_40,217.8,-2.45672,325.076
Beta_40,217.7,-2.38256,325.186
Beta_40,217.6,-2.29275,325.293
Beta_40,217.5,-2.29302,325.404
Beta_40,217.4,-2.27815,325.513
Beta_40,217.3,-2.27977,325.618
Beta_40,217.2,-2.32975,325.727
Beta_40,217.1,-2.26779,325.838
Beta_40,217,-2.31912,325.947
Beta_40,216.9,-2.37777,326.054
Beta_40,216.8,-2.36306,326.165
Beta_40,216.7,-2.39346,326.274
Beta_40,216.6,-2.3011,326.383
Beta_40,216.5,-2.19913,326.491
Beta_40,216.4,-2.24258,326.598
Beta_40,216.3,-2.26299,326.706
Beta_40,216.2,-2.28295,326.809
Beta_40,216.1,-2.27834,326.917
Beta_40,216,-2.27323,327.024
Beta_40,215.9,-2.29094,327.125
Beta_40,215.8,-2.34316,327.233
Beta_40,215.7,-2.36453,327.335
Beta_40,215.6,-2.36833,327.439
Beta_40,215.5,-2.37946,327.543
Beta_40,215.4,-2.32265,327.657
Beta_40,215.3,-2.31337,327.763
Beta_40,215.2,-2.3554,327.861
Beta_40,215.1,-2.27239,327.964
Beta_40,215,-2.39241,328.07
Beta_40,214.9,-2.35002,328.175
Beta_40,214.8,-2.30861,328.276
Beta_40,214.7,-2.20718,328.372
Beta_40,214.6,-2.17753,328.472
Beta_40,214.5,-2.10484,328.57
Beta_40,214.4,-2.11898,328.673
Beta_40,214.3,-2.03809,328.773
Beta_40,214.2,-2.03635,328.87
Beta_40,214.1,-1.96296,328.964
Beta_40,214,-1.96928,329.063
Beta_40,213.9,-1.93426,329.168
Beta_40,213.8,-1.95289,329.277
Beta_40,213.7,-1.87449,329.386
Beta_40,213.6,-1.81673,329.499
Beta_40,213.5,-1.78632,329.609
Beta_40,213.4,-1.78782,329.726
Beta_40,213.3,-1.76635,329.84
Beta_40,213.2,-1.70773,329.959
Beta_40,213.1,-1.66757,330.076
Beta_40,213,-1.64279,330.194
Beta_40,212.9,-1.6492,330.308
Beta_40,212.8,-1.61235,330.426
Beta_40,212.7,-1.53244,330.543
Beta_40,212.6,-1.49358,330.659
Beta_40,212.5,-1.44735,330.771
Beta_40,212.4,-1.4496,330.883
Beta_40,212.3,-1.40771,330.995
Beta_40,212.2,-1.3028,331.111
Beta_40,212.1,-1.24262,331.223
Beta_40,212,-1.19537,331.338
Beta_40,211.9,-1.22266,331.454
Beta_40,211.8,-1.10493,331.57
Beta_40,211.7,-1.0667,331.683
Beta_40,211.6,-0.985368,331.798
Beta_40,211.5,-0.965332,331.91
Beta_40,211.4,-0.967511,332.025
Beta_40,211.3,-0.913099,332.143
Beta_40,211.2,-0.904683,332.254
Beta_40,211.1,-0.83198,332.366
Beta_40,211,-0.797257,332.479
Beta_40,210.9,-0.762241,332.586
Beta_40,210.8,-0.73616,332.693
Beta_40,210.7,-0.705889,332.796
Beta_40,210.6,-0.625151,332.897
Beta_40,210.5,-0.605516,333
Beta_40,210.4,-0.567844,333.106
Beta_40,210.3,-0.534311,333.208
Beta_40,210.2,-0.447306,333.316
Beta_40,210.1,-0.433884,333.42
Beta_40,210,-0.390588,333.521
Beta_40,209.9,-0.385556,333.621
Beta_40,209.8,-0.368272,333.723
Beta_40,209.7,-0.280096,333.821
Beta_40,209.6,-0.179663,333.915
Beta_40,209.5,-0.12267,334.002
Beta_40,209.4,-0.00895386,334.097
Beta_40,209.3,0.0847546,334.192
Beta_40,209.2,0.0888851,334.297
Beta_40,209.1,0.114199,334.395
Beta_40,209,0.129745,334.491
Beta_40,208.9,0.179404,334.584
Beta_40,208.8,0.199764,334.679
Beta_40,208.7,0.20327,334.772
Beta_40,208.6,0.233306,334.867
Beta_40,208.5,0.326002,334.962
Beta_40,208.4,0.281221,335.056
Beta_40,208.3,0.34753,335.156
Beta_40,208.2,0.357642,335.262
Beta_40,208.1,0.350988,335.371
Beta_40,208,0.307404,335.477
Beta_40,207.9,0.338235,335.575
Beta_40,207.8,0.393229,335.673
Beta_40,207.7,0.465593,335.771
Beta_40,207.6,0.478756,335.867
Beta_40,207.5,0.578127,335.967
Beta_40,207.4,0.6617,336.068
Beta_40,207.3,0.752892,336.17
Beta_40,207.2,0.813008,336.269
Beta_40,207.1,0.922722,336.369
Beta_40,207,0.92439,336.469
Beta_40,206.9,0.880218,336.567
Beta_40,206.8,0.941391,336.662
Beta_40,206.7,1.05445,336.759
Beta_40,206.6,1.17183,336.857
Beta_40,206.5,1.22225,336.951
Beta_40,206.4,1.2756,337.048
Beta_40,206.3,1.314,337.142
Beta_40,206.2,1.37135,337.24
Beta_40,206.1,1.41175,337.333
Beta_40,206,1.47409,337.43
Beta_40,205.9,1.52291,337.525
Beta_40,205.8,1.54167,337.624
Beta_40,205.7,1.61142,337.719
Beta_40,205.6,1.76518,337.817
Beta_40,205.5,1.74497,337.916
Beta_40,205.4,1.749,338.012
Beta_40,205.3,1.80966,338.109
Beta_40,205.2,1.78853,338.207
Beta_40,205.1,1.90556,338.301
Beta_40,205,1.9104,338.402
Beta_40,204.9,1.96676,338.496
Beta_40,204.8,2.05847,338.591
Beta_40,204.7,2.00064,338.688
Beta_40,204.6,2.04522,338.782
Beta_40,204.5,2.12775,338.874
Beta_40,204.4,2.18155,338.968
Beta_40,204.3,2.14871,339.061
Beta_40,204.2,2.22132,339.153
Beta_40,204.1,2.25384,339.242
Beta_40,204,2.22808,339.334
Beta_40,203.9,2.25929,339.423
Beta_40,203.8,2.36074,339.515
Beta_40,203.7,2.2964,339.605
Beta_40,203.6,2.30075,339.7
Beta_40,203.5,2.29014,339.797
Beta_40,203.4,2.34536,339.89
Beta_40,203.3,2.42223,339.982
Beta_40,203.2,2.36138,340.076
Beta_40,203.1,2.28183,340.169
Beta_40,203,2.32088,340.269
Beta_40,202.9,2.32857,340.365
Beta_40,202.8,2.35077,340.462
Beta_40,202.7,2.36246,340.556
Beta_40,202.6,2.42899,340.653
Beta_40,202.5,2.50772,340.751
Beta_40,202.4,2.63487,340.848
Beta_40,202.3,2.74671,340.945
Beta_40,202.2,2.77469,341.041
Beta_40,202.1,2.7477,341.137
Beta_40,202,2.73549,341.237
Beta_40,201.9,2.772,341.337
Beta_40,201.8,2.85825,341.434
Beta_40,201.7,2.84508,341.528
Beta_40,201.6,2.88368,341.625
Beta_40,201.5,2.94109,341.721
Beta_40,201.4,3.07763,341.821
